El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho Dev. M Sp Vp In Spa.5 Spa.6 Spa.7 Spa.8
Mixed/non-conventional 4.00 8.00 28.00 32.00 688.90 1.11 0.00 -111.76 -7.636 29.252 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 9.00 29.00 33.00 767.16 2.95 0.00 -27.59 -6.003 20.650 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 10.00 30.00 34.00 772.05 1.58 0.00 -47.28 -7.769 26.555 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 11.00 31.00 35.00 757.80 0.41 0.00 35.31 -8.020 27.927 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 28.00 32.00 600.51 1.66 0.00 -108.69 -5.251 36.920 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 29.00 33.00 645.11 4.42 0.00 -26.96 -3.553 23.256 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 30.00 34.00 661.58 3.79 0.00 -44.50 -3.274 20.893 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 31.00 35.00 679.91 0.90 0.00 36.58 -3.532 21.932 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 5.00 10.00 15.00 377.19 0.18 0.00 7.41 -15.054 3.762 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 6.00 11.00 16.00 411.57 0.44 0.00 -117.25 -15.273 3.497 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 7.00 12.00 17.00 446.29 0.41 0.00 -18.60 -15.251 3.221 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 8.00 13.00 18.00 521.97 0.21 0.00 27.24 -15.341 2.770 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 9.00 14.00 19.00 573.98 0.53 0.00 -66.06 -15.334 2.518 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 10.00 15.00 20.00 605.30 0.63 0.00 -93.16 -15.369 2.393 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 11.00 16.00 21.00 605.47 0.71 0.00 -67.77 -15.405 2.398 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 12.00 17.00 22.00 618.58 0.84 0.00 -63.90 -15.359 2.340 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 13.00 18.00 23.00 645.19 0.67 0.00 -90.07 -15.405 2.250 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 14.00 19.00 24.00 696.67 0.72 0.00 -57.14 -15.359 2.078 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 15.00 20.00 25.00 765.44 1.02 0.00 -54.68 -15.437 1.901 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 16.00 21.00 26.00 779.45 0.50 0.00 18.33 -15.409 1.863 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 17.00 22.00 27.00 817.67 0.30 0.00 0.21 -15.470 1.783 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 18.00 23.00 28.00 769.28 0.33 0.00 83.33 -15.377 1.884 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 19.00 24.00 29.00 772.36 0.41 0.00 -0.61 -15.334 1.871 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 20.00 25.00 30.00 783.15 0.30 0.00 63.95 -15.326 1.844 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 21.00 26.00 31.00 770.05 0.96 0.00 -44.73 -15.230 1.864 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 22.00 27.00 32.00 752.21 0.88 0.00 -23.31 -15.262 1.912 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 23.00 28.00 33.00 852.68 0.44 0.00 -120.65 -15.201 1.680 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 24.00 29.00 34.00 918.84 0.51 0.00 -9.71 -15.212 1.560 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 25.00 30.00 35.00 922.95 0.95 0.00 -40.30 -15.172 1.549 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 5.00 15.00 20.00 535.22 13.03 0.00 -152.19 -3.270 2.303 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 6.00 16.00 21.00 551.12 0.25 0.00 37.09 -16.319 11.163 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 7.00 17.00 22.00 548.65 0.46 0.00 12.62 -16.465 11.314 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 8.00 18.00 23.00 588.84 0.44 0.00 -10.03 -15.488 9.916 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 9.00 19.00 24.00 645.17 0.39 0.00 9.72 -15.588 9.108 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 10.00 20.00 25.00 655.57 0.72 0.00 16.40 -15.574 8.956 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 11.00 21.00 26.00 642.92 0.40 0.00 -5.36 -15.258 8.947 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 12.00 22.00 27.00 667.83 0.94 0.00 -22.17 -15.215 8.589 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 13.00 23.00 28.00 632.95 0.20 0.00 54.37 -15.273 9.097 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 14.00 24.00 29.00 632.28 1.01 0.00 -26.75 -15.155 9.036 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 15.00 25.00 30.00 657.23 0.67 0.00 20.22 -15.466 8.872 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 16.00 26.00 31.00 683.89 0.90 0.00 -44.39 -15.423 8.502 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 17.00 27.00 32.00 695.70 0.94 0.00 -21.50 -15.466 8.381 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 18.00 28.00 33.00 715.65 0.47 0.00 -121.36 -16.225 8.547 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 19.00 29.00 34.00 732.04 0.64 0.00 -11.59 -15.921 8.199 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 20.00 30.00 35.00 733.98 0.67 0.00 -36.69 -15.932 8.183 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 5.00 20.00 25.00 672.06 80.99 0.00 -333.90 -0.792 1.110 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 6.00 21.00 26.00 609.98 0.00 0.00 10.75 -14.900 23.022 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 7.00 22.00 27.00 649.80 0.57 0.00 -7.64 -14.270 20.697 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 8.00 23.00 28.00 659.35 0.19 0.00 71.91 -15.180 21.698 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 9.00 24.00 29.00 683.62 0.65 0.00 -12.48 -15.043 20.740 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 10.00 25.00 30.00 700.67 0.86 0.00 23.33 -14.836 19.956 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 11.00 26.00 31.00 681.41 0.93 0.00 -42.19 -14.782 20.445 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 12.00 27.00 32.00 678.51 0.74 0.00 -22.66 -14.975 20.801 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 13.00 28.00 33.00 683.77 0.54 0.00 -121.37 -15.101 20.814 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 14.00 29.00 34.00 698.26 0.64 0.00 -10.97 -15.047 20.310 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 15.00 30.00 35.00 705.55 0.68 0.00 -30.46 -15.237 20.354 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 5.00 25.00 30.00 620.30 1.31 0.00 25.58 -9.735 29.583 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 6.00 26.00 31.00 631.33 1.81 0.00 -39.08 -7.715 23.035 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 7.00 27.00 32.00 645.82 1.79 0.00 -20.73 -7.092 20.699 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 8.00 28.00 33.00 691.56 0.90 0.00 -119.94 -8.543 23.284 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 9.00 29.00 34.00 752.53 1.07 0.00 -10.14 -9.556 23.936 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 10.00 30.00 35.00 761.61 1.01 0.00 -28.92 -10.806 26.745 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 5.00 30.00 35.00 636.72 2.05 0.00 -24.09 -5.709 29.579 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 6.00 12.00 18.00 432.56 0.41 0.00 -9.98 -15.656 4.093 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 7.00 13.00 19.00 478.11 0.45 0.00 -32.01 -15.509 3.669 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 8.00 14.00 20.00 524.17 0.46 0.00 -108.65 -15.534 3.352 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 9.00 15.00 21.00 580.02 0.56 0.00 -195.64 -15.495 3.021 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 10.00 16.00 22.00 602.95 0.78 0.00 -69.76 -15.359 2.881 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 11.00 17.00 23.00 571.13 0.61 0.00 -62.72 -15.398 3.049 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 12.00 18.00 24.00 610.62 0.80 0.00 -74.01 -15.283 2.831 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 13.00 19.00 25.00 617.12 0.79 0.00 -73.46 -15.309 2.806 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 14.00 20.00 26.00 651.70 0.86 0.00 -38.51 -15.273 2.650 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 15.00 21.00 27.00 680.34 0.39 0.00 2.36 -15.384 2.557 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 16.00 22.00 28.00 722.13 0.25 0.00 87.25 -15.337 2.402 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 17.00 23.00 29.00 722.72 0.40 0.00 5.53 -15.319 2.397 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 18.00 24.00 30.00 695.42 0.63 0.00 14.70 -15.359 2.498 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 19.00 25.00 31.00 696.55 0.74 0.00 -19.51 -15.323 2.488 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 20.00 26.00 32.00 695.61 0.77 0.00 -41.72 -15.334 2.493 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 21.00 27.00 33.00 702.61 0.86 0.00 -27.52 -15.226 2.451 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 22.00 28.00 34.00 719.87 0.60 0.00 -90.19 -15.287 2.402 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 23.00 29.00 35.00 793.80 0.34 0.00 -6.23 -15.334 2.185 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 6.00 18.00 24.00 566.32 0.49 0.00 -145.04 -22.995 18.369 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 7.00 19.00 25.00 591.71 0.87 0.00 -99.43 -15.147 11.581 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 8.00 20.00 26.00 634.37 0.75 0.00 -99.90 -14.846 10.587 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 9.00 21.00 27.00 666.53 0.85 0.00 -42.13 -14.904 10.116 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 10.00 22.00 28.00 692.98 0.19 0.00 7.40 -15.226 9.940 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 11.00 23.00 29.00 659.62 1.10 0.00 -29.01 -14.929 10.239 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 12.00 24.00 30.00 668.76 0.64 0.00 18.83 -15.223 10.297 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 13.00 25.00 31.00 655.00 0.72 0.00 -20.14 -15.079 10.415 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 14.00 26.00 32.00 657.04 0.80 0.00 -42.46 -15.305 10.538 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 15.00 27.00 33.00 673.78 1.00 0.00 -28.48 -15.140 10.165 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 16.00 28.00 34.00 713.22 0.46 0.00 -89.99 -15.387 9.760 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 17.00 29.00 35.00 763.44 0.61 0.00 -6.98 -15.323 9.080 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 6.00 24.00 30.00 628.52 0.74 0.00 19.07 -15.405 27.721 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 7.00 25.00 31.00 646.25 0.88 0.00 -14.88 -12.988 22.729 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 8.00 26.00 32.00 665.83 0.99 0.00 -39.38 -12.923 21.951 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 9.00 27.00 33.00 699.40 1.07 0.00 -26.64 -12.235 19.785 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 10.00 28.00 34.00 731.51 0.54 0.00 -88.72 -15.190 23.485 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 11.00 29.00 35.00 738.95 0.59 0.00 -5.79 -14.918 22.832 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 7.00 14.00 21.00 510.75 0.46 0.00 -167.99 -15.437 3.988 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 8.00 15.00 22.00 552.31 0.60 0.00 -148.70 -15.627 3.733 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 9.00 16.00 23.00 602.81 0.53 0.00 -153.72 -15.563 3.406 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 10.00 17.00 24.00 594.78 0.59 0.00 -123.23 -15.649 3.472 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 11.00 18.00 25.00 595.85 1.02 0.00 -90.89 -15.366 3.403 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 12.00 19.00 26.00 618.39 0.69 0.00 -51.50 -15.226 3.249 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 13.00 20.00 27.00 619.32 0.90 0.00 -41.00 -15.258 3.251 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 14.00 21.00 28.00 637.26 0.23 0.00 79.19 -15.291 3.166 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 15.00 22.00 29.00 679.80 0.45 0.00 -0.40 -15.273 2.964 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 16.00 23.00 30.00 690.30 0.68 0.00 21.92 -15.495 2.962 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 17.00 24.00 31.00 696.61 0.93 0.00 -34.83 -15.273 2.893 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 18.00 25.00 32.00 675.25 0.46 0.00 -15.32 -15.445 3.018 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 19.00 26.00 33.00 672.82 0.83 0.00 -49.36 -15.470 3.034 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 20.00 27.00 34.00 688.47 0.34 0.00 -6.64 -15.681 3.005 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 21.00 28.00 35.00 718.71 0.41 0.00 -81.91 -15.323 2.813 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 7.00 21.00 28.00 617.90 7.19 0.00 -77.72 -3.396 2.900 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 8.00 22.00 29.00 652.31 0.43 0.00 2.26 -15.208 12.305 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 9.00 23.00 30.00 685.77 0.44 0.00 33.74 -15.212 11.707 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 10.00 24.00 31.00 693.09 0.91 0.00 -26.84 -15.208 11.581 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 11.00 25.00 32.00 675.07 0.52 0.00 -12.86 -15.294 11.957 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 12.00 26.00 33.00 681.50 0.89 0.00 -46.74 -15.090 11.686 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 13.00 27.00 34.00 676.86 0.22 0.00 -5.98 -15.316 11.943 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 14.00 28.00 35.00 708.95 0.39 0.00 -79.88 -15.273 11.370 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 7.00 28.00 35.00 649.09 0.40 0.00 -76.33 -14.184 28.833 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 8.00 16.00 24.00 576.65 0.71 0.00 -102.36 -15.835 4.141 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 9.00 17.00 25.00 601.05 0.83 0.00 -104.24 -15.767 3.956 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 10.00 18.00 26.00 624.07 0.80 0.00 -87.21 -15.563 3.760 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 11.00 19.00 27.00 618.36 0.82 0.00 -64.20 -15.470 3.773 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 12.00 20.00 28.00 631.75 0.20 0.00 3.35 -15.402 3.676 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 13.00 21.00 29.00 621.42 0.61 0.00 -8.42 -15.427 3.744 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 14.00 22.00 30.00 658.42 0.27 0.00 43.33 -15.498 3.550 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 15.00 23.00 31.00 675.43 0.79 0.00 -24.06 -15.423 3.443 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 16.00 24.00 32.00 686.14 0.85 0.00 -28.48 -15.466 3.399 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 17.00 25.00 33.00 694.13 0.64 0.00 -17.00 -15.437 3.354 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 18.00 26.00 34.00 678.18 0.61 0.00 -19.65 -15.466 3.439 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 19.00 27.00 35.00 684.30 0.47 0.00 0.97 -15.828 3.488 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 8.00 24.00 32.00 651.63 0.78 0.00 -23.59 -15.301 14.164 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 9.00 25.00 33.00 686.15 0.50 0.00 -15.89 -15.255 13.410 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 10.00 26.00 34.00 699.02 0.55 0.00 -17.49 -15.201 13.117 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 11.00 27.00 35.00 689.65 0.25 0.00 1.79 -15.104 13.211 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 9.00 18.00 27.00 622.93 0.74 0.00 -172.29 -15.459 4.210 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 10.00 19.00 28.00 640.55 0.56 0.00 -15.58 -15.427 4.086 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 11.00 20.00 29.00 631.75 1.07 0.00 -27.18 -15.427 4.143 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 12.00 21.00 30.00 641.04 0.54 0.00 30.47 -15.509 4.104 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 13.00 22.00 31.00 650.86 0.85 0.00 -21.61 -15.266 3.979 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 14.00 23.00 32.00 657.32 0.71 0.00 -20.23 -15.437 3.984 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 15.00 24.00 33.00 679.39 0.85 0.00 -28.30 -15.459 3.860 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 16.00 25.00 34.00 698.14 0.43 0.00 9.42 -15.470 3.759 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 17.00 26.00 35.00 708.15 0.40 0.00 -12.23 -15.545 3.724 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 10.00 20.00 30.00 651.37 0.33 0.00 -4.55 -15.298 4.427 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 11.00 21.00 31.00 643.05 0.83 0.00 -27.26 -15.402 4.515 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 12.00 22.00 32.00 663.70 0.66 0.00 -17.17 -15.434 4.383 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 13.00 23.00 33.00 653.59 0.75 0.00 -23.40 -15.441 4.453 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 14.00 24.00 34.00 669.96 0.27 0.00 -3.73 -15.531 4.370 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 15.00 25.00 35.00 687.62 0.48 0.00 13.18 -15.452 4.236 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 11.00 22.00 33.00 661.38 0.62 0.00 -20.48 -15.362 4.816 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 12.00 23.00 34.00 665.95 0.32 0.00 3.43 -15.488 4.822 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 13.00 24.00 35.00 665.13 0.23 0.00 3.79 -15.506 4.834 0.00 0.00 0.00 0.00
