El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho Dev. M Sp Vp In Spa.5 Spa.6 Spa.7 Spa.8
Mixed/non-conventional 19.00 20.00 27.00 28.00 688.52 0.48 0.00 115.08 -8.016 18.434 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 28.00 29.00 727.27 1.41 0.00 -48.17 -9.653 21.016 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 29.00 30.00 788.66 0.95 0.00 -18.89 -12.762 25.621 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 23.00 30.00 31.00 928.53 0.81 0.00 -22.25 -14.639 24.962 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 24.00 31.00 32.00 845.68 0.29 0.00 -5.56 -14.581 27.301 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 25.00 32.00 33.00 973.64 0.19 0.00 0.50 -14.897 24.225 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 26.00 33.00 34.00 864.38 0.41 0.00 32.09 -14.800 27.110 0.00 0.00 0.00 0.00
Mixed/non-conventional 26.00 27.00 34.00 35.00 886.84 0.17 0.00 -1.17 -14.979 26.743 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 9.00 10.00 335.56 1.20 0.00 -13.15 -4.130 27.838 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 10.00 11.00 277.96 3.15 0.00 -26.96 -2.436 19.820 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 11.00 12.00 371.96 1.80 0.00 -12.77 -3.145 19.124 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 12.00 13.00 323.13 0.63 0.00 23.95 -3.671 25.700 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 13.00 14.00 418.10 0.67 0.00 29.40 -4.939 26.722 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 14.00 15.00 424.41 2.41 0.00 -19.85 -4.284 22.831 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 15.00 16.00 495.43 1.32 0.00 -5.42 -5.083 23.205 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 16.00 17.00 645.09 0.71 0.00 62.15 -6.888 24.151 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 17.00 18.00 598.33 0.70 0.00 36.53 -5.595 21.151 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 18.00 19.00 565.54 2.15 0.00 -69.80 -5.845 23.380 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 19.00 20.00 505.80 0.54 0.00 4.84 -7.876 35.223 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 20.00 21.00 620.10 1.18 0.00 -44.95 -10.899 39.757 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 21.00 22.00 521.68 0.74 0.00 -12.20 -8.990 38.981 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 22.00 23.00 716.64 0.40 0.00 8.33 -10.466 33.034 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 23.00 24.00 753.51 0.39 0.00 -3.93 -9.112 27.353 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 24.00 25.00 748.26 0.87 0.00 -13.02 -8.045 24.319 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 25.00 26.00 729.88 0.54 0.00 62.98 -8.188 25.375 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 26.00 27.00 610.81 0.40 0.00 33.74 -7.253 26.860 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 27.00 28.00 597.35 0.36 0.00 32.37 -6.060 22.948 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 28.00 29.00 664.31 2.45 0.00 -58.12 -5.441 18.525 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 29.00 30.00 798.85 0.23 0.00 -10.48 -7.450 21.095 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 30.00 31.00 708.02 1.64 0.00 -28.08 -8.048 25.712 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 23.00 31.00 32.00 804.38 0.48 0.00 -6.19 -8.908 25.049 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 24.00 32.00 33.00 892.54 0.34 0.00 0.89 -10.810 27.395 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 25.00 33.00 34.00 873.69 0.60 0.00 31.14 -10.674 27.634 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 26.00 34.00 35.00 876.44 0.27 0.00 0.00 -10.856 28.018 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 10.00 11.00 295.34 2.72 0.00 -32.57 -2.654 27.950 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 11.00 12.00 327.11 1.86 0.00 -10.22 -2.095 19.923 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 12.00 13.00 368.03 0.90 0.00 20.66 -2.274 19.221 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 13.00 14.00 398.33 0.99 0.00 27.04 -3.306 25.813 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 14.00 15.00 440.85 2.13 0.00 -18.24 -3.807 26.861 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 15.00 16.00 498.82 1.08 0.00 -0.77 -3.678 22.935 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 16.00 17.00 602.23 0.79 0.00 53.16 -4.506 23.270 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 17.00 18.00 545.23 0.91 0.00 47.60 -4.252 24.253 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 18.00 19.00 619.42 2.80 0.00 -77.20 -4.230 21.240 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 19.00 20.00 601.51 1.37 0.00 10.92 -4.542 23.483 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 20.00 21.00 521.87 2.11 0.00 -54.69 -5.931 35.350 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 21.00 22.00 555.67 0.83 0.00 -11.24 -7.131 39.915 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 22.00 23.00 601.00 0.80 0.00 12.03 -7.568 39.166 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 23.00 24.00 673.27 0.80 0.00 -12.17 -7.178 33.158 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 24.00 25.00 727.39 0.92 0.00 -11.26 -6.422 27.460 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 25.00 26.00 724.53 0.58 0.00 98.13 -5.691 24.432 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 26.00 27.00 711.27 1.83 0.00 -21.22 -5.835 25.513 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 27.00 28.00 555.34 0.54 0.00 66.25 -4.825 27.020 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 28.00 29.00 589.50 3.25 0.00 -64.43 -4.377 23.093 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 29.00 30.00 751.53 2.18 0.00 -4.84 -4.499 18.618 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 30.00 31.00 768.51 2.72 0.00 -29.30 -5.233 21.178 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 31.00 32.00 642.01 0.84 0.00 -5.78 -5.326 25.802 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 23.00 32.00 33.00 906.04 0.52 0.00 1.47 -7.321 25.131 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 24.00 33.00 34.00 808.09 0.82 0.00 30.78 -7.142 27.488 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 25.00 34.00 35.00 895.88 0.32 0.00 1.09 -7.991 27.742 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 11.00 12.00 348.30 1.67 0.00 -9.93 -2.357 28.060 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 12.00 13.00 315.24 1.46 0.00 18.52 -1.522 20.025 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 13.00 14.00 467.47 1.16 0.00 27.66 -2.178 19.318 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 14.00 15.00 475.37 1.87 0.00 -14.70 -2.973 25.934 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 15.00 16.00 486.48 1.03 0.00 2.11 -3.166 26.990 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 16.00 17.00 560.51 1.32 0.00 50.06 -3.113 23.028 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 17.00 18.00 475.41 1.34 0.00 43.73 -2.676 23.339 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 18.00 19.00 592.63 3.70 0.00 -80.25 -3.478 24.336 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 19.00 20.00 669.89 1.96 0.00 11.67 -3.446 21.330 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 20.00 21.00 622.51 3.48 0.00 -57.22 -3.539 23.574 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 21.00 22.00 482.98 0.92 0.00 -3.63 -4.130 35.459 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 22.00 23.00 655.21 0.50 0.00 7.87 -6.329 40.057 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 23.00 24.00 576.39 1.24 0.00 -16.92 -5.466 39.324 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 24.00 25.00 678.76 0.64 0.00 71.17 -5.444 33.262 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 25.00 26.00 715.34 0.58 0.00 3.60 -4.753 27.554 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 26.00 27.00 716.46 2.01 0.00 -18.41 -4.241 24.546 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 27.00 28.00 656.50 0.82 0.00 74.67 -4.058 25.634 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 28.00 29.00 547.48 3.98 0.00 -66.51 -3.585 27.158 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 29.00 30.00 665.06 1.58 0.00 1.91 -3.721 23.205 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 30.00 31.00 713.05 4.42 0.00 -37.81 -3.216 18.706 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 31.00 32.00 875.81 0.98 0.00 -3.61 -4.488 21.250 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 32.00 33.00 783.11 0.80 0.00 -0.66 -4.886 25.871 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 23.00 33.00 34.00 961.08 0.98 0.00 31.46 -5.838 25.191 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 24.00 34.00 35.00 788.11 0.61 0.00 1.38 -5.240 27.573 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 12.00 13.00 346.90 1.92 0.00 10.33 -1.812 28.165 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 13.00 14.00 367.78 1.94 0.00 28.06 -1.372 20.108 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 14.00 15.00 462.90 2.16 0.00 2.35 -1.666 19.397 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 15.00 16.00 500.97 1.65 0.00 -3.82 -2.418 26.017 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 16.00 17.00 527.77 1.21 0.00 45.99 -2.654 27.110 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 17.00 18.00 492.07 1.52 0.00 41.14 -2.110 23.113 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 18.00 19.00 539.64 5.32 0.00 -80.78 -2.342 23.401 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 19.00 20.00 644.52 1.82 0.00 10.24 -2.919 24.417 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 20.00 21.00 696.66 3.91 0.00 -56.37 -2.769 21.425 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 21.00 22.00 600.59 1.46 0.00 0.85 -2.636 23.663 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 22.00 23.00 574.48 1.02 0.00 1.81 -3.790 35.561 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 23.00 24.00 640.54 0.62 0.00 105.20 -4.775 40.184 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 24.00 25.00 586.04 2.33 0.00 -71.79 -4.291 39.472 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 25.00 26.00 674.46 0.78 0.00 32.93 -4.173 33.353 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 26.00 27.00 709.97 2.34 0.00 -17.68 -3.639 27.633 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 27.00 28.00 661.57 0.84 0.00 74.87 -3.023 24.634 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 28.00 29.00 694.31 4.21 0.00 -64.24 -3.317 25.753 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 29.00 30.00 668.21 1.72 0.00 -2.62 -3.381 27.279 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 30.00 31.00 687.57 4.93 0.00 -29.04 -2.973 23.309 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 31.00 32.00 779.40 1.61 0.00 -3.39 -2.715 18.779 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 32.00 33.00 1059.92 0.98 0.00 0.21 -4.191 21.315 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 33.00 34.00 458.67 2.62 0.00 31.73 -2.206 25.933 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 23.00 34.00 35.00 677.79 0.66 0.00 1.40 -3.177 25.269 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 13.00 14.00 405.32 1.44 0.00 29.75 -1.669 28.254 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 14.00 15.00 354.35 2.38 0.00 2.93 -1.042 20.182 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 15.00 16.00 426.59 2.30 0.00 0.33 -1.211 19.472 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 16.00 17.00 470.71 1.81 0.00 33.10 -1.791 26.105 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 17.00 18.00 632.82 1.28 0.00 42.41 -2.511 27.223 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 18.00 19.00 543.64 6.32 0.00 -86.56 -1.837 23.190 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 19.00 20.00 597.19 2.83 0.00 11.71 -2.042 23.457 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 20.00 21.00 667.15 4.67 0.00 -54.75 -2.382 24.496 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 21.00 22.00 644.85 1.60 0.00 5.75 -2.020 21.494 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 22.00 23.00 704.98 1.12 0.00 87.07 -2.436 23.705 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 23.00 24.00 568.81 2.93 0.00 -34.43 -2.955 35.644 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 24.00 25.00 657.99 2.83 0.00 -18.36 -3.865 40.300 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 25.00 26.00 592.62 1.12 0.00 38.34 -3.421 39.603 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 26.00 27.00 683.53 2.63 0.00 -16.39 -3.331 33.437 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 27.00 28.00 670.17 1.21 0.00 73.98 -2.708 27.723 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 28.00 29.00 695.64 5.72 0.00 -63.77 -2.507 24.730 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 29.00 30.00 833.93 1.79 0.00 0.98 -3.141 25.845 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 30.00 31.00 793.95 4.44 0.00 -41.32 -3.170 27.394 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 31.00 32.00 312.83 3.71 0.00 -2.67 -1.067 23.411 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 32.00 33.00 -314.19 3.89 0.00 -1.00 0.863 18.850 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 33.00 34.00 -90.81 19.87 0.00 31.55 0.283 21.379 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 22.00 34.00 35.00 791.92 1.01 0.00 3.13 -3.002 26.005 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 14.00 15.00 431.19 3.32 0.00 8.90 -1.426 28.355 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 15.00 16.00 545.60 2.93 0.00 -6.80 -1.289 20.269 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 16.00 17.00 746.53 1.91 0.00 29.49 -1.701 19.546 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 17.00 18.00 504.41 2.05 0.00 35.73 -1.540 26.187 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 18.00 19.00 481.16 7.23 0.00 -86.84 -1.533 27.325 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 19.00 20.00 641.79 4.04 0.00 16.13 -1.741 23.262 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 20.00 21.00 588.09 6.43 0.00 -59.57 -1.612 23.506 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 21.00 22.00 651.76 1.22 0.00 149.65 -1.866 24.556 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 22.00 23.00 777.90 4.05 0.00 -87.62 -1.956 21.562 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 23.00 24.00 730.46 2.29 0.00 -7.71 -2.027 23.803 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 24.00 25.00 598.31 2.48 0.00 -11.02 -2.493 35.735 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 25.00 26.00 681.26 1.28 0.00 42.49 -3.209 40.403 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 26.00 27.00 602.52 3.79 0.00 -18.26 -2.790 39.717 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 27.00 28.00 691.80 1.20 0.00 79.65 -2.704 33.526 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 28.00 29.00 686.79 6.45 0.00 -66.52 -2.224 27.777 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 29.00 30.00 810.28 2.28 0.00 5.85 -2.342 24.795 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 30.00 31.00 749.90 6.15 0.00 -45.17 -2.267 25.931 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 31.00 32.00 226.83 6.78 0.00 -0.80 -0.727 27.491 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 32.00 33.00 924.39 1.57 0.00 -1.78 -2.532 23.495 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 33.00 34.00 1699.18 1.44 0.00 30.83 -3.747 18.911 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 21.00 34.00 35.00 765.42 1.47 0.00 1.19 -1.913 21.432 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 15.00 16.00 490.54 4.76 0.00 -11.86 -1.322 28.441 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 16.00 17.00 567.00 4.45 0.00 12.71 -1.092 20.338 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 17.00 18.00 769.31 2.75 0.00 30.82 -1.429 19.609 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 18.00 19.00 541.37 8.35 0.00 -93.50 -1.347 26.259 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 19.00 20.00 492.40 4.19 0.00 18.73 -1.279 27.412 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 20.00 21.00 523.57 1.74 0.00 86.14 -1.157 23.325 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 21.00 22.00 566.20 6.84 0.00 -73.82 -1.264 23.572 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 22.00 23.00 765.35 2.72 0.00 -10.04 -1.784 24.601 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 23.00 24.00 784.99 1.86 0.00 -3.82 -1.608 21.626 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 24.00 25.00 900.10 3.56 0.00 -6.65 -2.034 23.859 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 25.00 26.00 682.47 1.76 0.00 43.57 -2.314 35.788 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 26.00 27.00 684.13 4.12 0.00 -17.70 -2.625 40.509 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 27.00 28.00 541.91 1.58 0.00 80.85 -2.045 39.838 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 28.00 29.00 570.85 7.79 0.00 -67.37 -1.816 33.580 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 29.00 30.00 762.00 4.73 0.00 13.84 -2.009 27.836 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 30.00 31.00 527.66 11.34 0.00 -55.98 -1.243 24.864 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 31.00 32.00 684.61 2.71 0.00 -1.22 -1.687 26.012 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 32.00 33.00 1258.51 1.35 0.00 -0.76 -3.288 27.579 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 33.00 34.00 842.26 2.97 0.00 30.07 -1.880 23.567 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 20.00 34.00 35.00 896.57 1.97 0.00 2.02 -1.612 18.977 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 16.00 17.00 637.36 1.41 0.00 -2.07 -1.418 28.524 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 17.00 18.00 317.24 10.60 0.00 15.16 -0.505 20.405 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 18.00 19.00 406.11 17.29 0.00 -104.59 -0.623 19.670 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 19.00 20.00 723.71 1.16 0.00 230.47 -1.486 26.326 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 20.00 21.00 704.61 4.70 0.00 -154.98 -1.512 27.496 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 21.00 22.00 693.18 6.82 0.00 -16.50 -1.264 23.379 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 22.00 23.00 683.55 3.15 0.00 1.41 -1.257 23.574 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 23.00 24.00 1055.85 1.76 0.00 0.43 -2.031 24.654 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 24.00 25.00 893.06 4.69 0.00 -5.37 -1.512 21.694 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 25.00 26.00 932.70 2.32 0.00 42.12 -1.741 23.922 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 26.00 27.00 476.26 7.02 0.00 -17.49 -1.332 35.859 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 27.00 28.00 493.25 2.07 0.00 82.11 -1.562 40.581 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 28.00 29.00 503.65 8.87 0.00 -67.37 -1.569 39.926 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 29.00 30.00 689.18 5.24 0.00 15.20 -1.809 33.640 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 30.00 31.00 712.77 9.86 0.00 -57.21 -1.551 27.890 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 31.00 32.00 983.61 2.33 0.00 -1.26 -1.913 24.924 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 32.00 33.00 770.96 2.97 0.00 -1.07 -1.569 26.082 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 33.00 34.00 959.56 2.60 0.00 29.61 -2.070 27.654 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 19.00 34.00 35.00 784.57 3.61 0.00 2.01 -1.447 23.640 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 17.00 18.00 3574.89 546.34 0.00 -64.05 -0.172 0.740 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 18.00 19.00 716.41 16.17 0.00 255.55 -0.953 20.455 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 19.00 20.00 469.39 11.87 0.00 -143.31 -0.602 19.718 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 20.00 21.00 480.16 11.87 0.00 -44.22 -0.824 26.390 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 21.00 22.00 635.56 5.00 0.00 -11.47 -1.139 27.565 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 22.00 23.00 637.11 0.96 0.00 12.13 -0.971 23.434 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 23.00 24.00 982.34 2.81 0.00 2.51 -1.508 23.611 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 24.00 25.00 464.04 9.78 0.00 -5.04 -0.745 24.694 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 25.00 26.00 22.81 112.77 0.00 41.63 -0.032 21.740 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 26.00 27.00 374.73 15.87 0.00 -18.57 -0.584 23.964 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 27.00 28.00 478.82 2.60 0.00 81.35 -1.118 35.898 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 28.00 29.00 724.90 7.72 0.00 -65.56 -1.916 40.660 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 29.00 30.00 769.65 4.40 0.00 13.35 -2.002 40.013 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 30.00 31.00 698.11 9.16 0.00 -51.44 -1.529 33.697 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 31.00 32.00 640.95 3.86 0.00 -2.08 -1.164 27.935 0.00 0.00 0.00 0.00
